"Date","TMAX","TMIN","TAVG"
"1991-08-30","284","119","194"
"1991-08-31","284","136","204"
"1991-09-01","222","139","178"
"1991-09-02","245","100","174"
"1991-09-03","257","104","180"
"1991-09-04","249","88","152"
"1991-09-05","261","88","181"
"1991-09-06","210","104","158"
"1991-09-07","174","104","129"
"1991-09-08","174","73","106"
"1991-09-09","171","69","103"
"1991-09-10","186","61","97"
"1991-09-11","159","41","94"
"1991-09-12","163","45","95"
"1991-09-13","163","33","101"
"1991-09-14","96","-2","58"
"1991-09-15","123","-18","55"
"1991-09-16","171","18","94"
"1991-09-17","194","53","121"
"1991-09-18","174","22","100"
"1991-09-19","214","61","139"
"1991-09-20","222","49","140"
"1991-09-21","155","45","111"
"1991-09-22","159","-10","77"
"1991-09-23","167","37","104"
"1991-09-24","206","37","121"
"1991-09-25","233","49","138"
"1991-09-26","237","84","154"
"1991-09-27","241","92","166"
"1991-09-28","151","77","115"
"1991-09-29","136","57","90"
"1991-09-30","186","41","110"
"1991-10-01","190","57","127"
"1991-10-02","182","77","136"
"1991-10-03","155","29","98"
"1991-10-04","112","-18","47"
"1991-10-05","163","-18","68"
"1991-10-06","202","10","106"
"1991-10-07","198","64","127"
"1991-10-08","186","45","119"
"1991-10-09","119","29","64"
"1991-10-10","233","49","151"
"1991-10-11","233","57","129"
"1991-10-12","210","61","135"
"1991-10-13","159","88","122"
"1991-10-14","190","77","134"
"1991-10-15","206","41","122"
"1991-10-16","210","49","144"
"1991-10-17","155","61","112"
"1991-10-18","123","2","65"
"1991-10-19","119","22","79"
"1991-10-20","131","-18","62"
"1991-10-21","127","2","64"
"1991-10-22","143","33","77"
"1991-10-23","22","-61","-11"
"1991-10-24","18","-88","-35"
"1991-10-25","37","-64","-18"
"1991-10-26","77","-18","27"
"1991-10-27","-2","-61","-26"
"1991-10-28","-29","-92","-73"
"1991-10-29","-41","-100","-77"
"1991-10-30","-57","-136","-103"
"1991-10-31","-41","-119","-79"
"1991-11-01","-33","-112","-62"
"1991-11-02","-64","-167","-125"
"1991-11-03","-88","-171","-122"
"1991-11-04","14","-104","-27"
"1991-11-05","37","-2","18"
"1991-11-06","69","-2","34"
"1991-11-07","84","-29","21"
"1991-11-08","88","-14","29"
"1991-11-09","49","14","34"
"1991-11-10","69","-14","23"
"1991-11-11","69","-45","3"
"1991-11-12","96","-26","26"
"1991-11-13","57","-18","26"
"1991-11-14","6","-26","-13"
"1991-11-15","29","-61","-24"
"1991-11-16","14","-84","-36"
"1991-11-17","41","-64","-21"
"1991-11-18","-10","-41","-26"
"1991-11-19","10","-64","-34"
"1991-11-20","14","-73","-26"
"1991-11-21","-6","-69","-36"
"1991-11-22","-37","-143","-84"
"1991-11-23","-49","-159","-101"
"1991-11-24","-10","-77","-44"
"1991-11-25","6","-33","-14"
"1991-11-26","29","-22","-2"
"1991-11-27","33","-61","4"
"1991-11-28","-14","-92","-63"
"1991-11-29","-33","-116","-82"
"1991-11-30","-77","-171","-137"
"1991-12-01","-92","-206","-160"
"1991-12-02","-37","-81","-62"
"1991-12-03","-45","-73","-60"
"1991-12-04","-14","-104","-64"
"1991-12-05","10","-73","-34"
"1991-12-06","57","-45","4"
"1991-12-07","49","-37","5"
"1991-12-08","-14","-73","-51"
"1991-12-09","-10","-92","-66"
"1991-12-10","-18","-116","-68"
"1991-12-11","-18","-131","-87"
"1991-12-12","-22","-69","-42"
"1991-12-13","-29","-127","-73"
"1991-12-14","-33","-131","-87"
"1991-12-15","-6","-104","-66"
"1991-12-16","22","-69","-38"
"1991-12-17","14","-84","-45"
"1991-12-18","-18","-84","-40"
"1991-12-19","14","-104","-43"
"1991-12-20","-45","-139","-105"
"1991-12-21","-26","-151","-102"
"1991-12-22","-53","-131","-92"
"1991-12-23","-18","-116","-70"
"1991-12-24","-14","-112","-67"
"1991-12-25","-14","-123","-72"
"1991-12-26","-18","-123","-71"
"1991-12-27","-14","-100","-64"
"1991-12-28","-14","-96","-63"
"1991-12-29","-22","-100","-60"
"1991-12-30","-45","-112","-81"
"1991-12-31","-33","-104","-69"
"1992-01-01","-41","-136","-99"
"1992-01-02","-37","-139","-96"
"1992-01-03","-2","-123","-71"
"1992-01-04","10","-77","-48"
"1992-01-05","-2","-73","-42"
"1992-01-06","-18","-88","-48"
"1992-01-07","-10","-81","-44"
"1992-01-08","-22","-123","-71"
"1992-01-09","-49","-147","-107"
"1992-01-10","-26","-123","-73"
"1992-01-11","-18","-108","-61"
"1992-01-12","-37","-139","-83"
"1992-01-13","-69","-136","-97"
"1992-01-14","-57","-92","-74"
"1992-01-15","-37","-151","-103"
"1992-01-16","-22","-119","-74"
"1992-01-17","-26","-112","-66"
"1992-01-18","-57","-151","-112"
"1992-01-19","-29","-108","-80"
"1992-01-20","-22","-143","-88"
"1992-01-21","-33","-143","-84"
"1992-01-22","-49","-123","-79"
"1992-01-23","-2","-69","-29"
"1992-01-24","37","-41","1"
"1992-01-25","37","-41","-3"
"1992-01-26","18","-77","-33"
"1992-01-27","22","-69","-33"
"1992-01-28","26","-53","-19"
"1992-01-29","14","-73","-32"
"1992-01-30","37","-73","-29"
"1992-01-31","64","-49","-5"
"1992-02-01","41","-84","-27"
"1992-02-02","18","-92","-40"
"1992-02-03","-2","-84","-50"
"1992-02-04","6","-104","-56"
"1992-02-05","-14","-119","-74"
"1992-02-06","-2","-112","-59"
"1992-02-07","2","-92","-51"
"1992-02-08","18","-45","-30"
"1992-02-09","33","-37","-13"
"1992-02-10","49","-29","-2"
"1992-02-11","33","-22","-11"
"1992-02-12","49","-26","-9"
"1992-02-13","33","-29","-6"
"1992-02-14","29","-53","-16"
"1992-02-15","29","-53","-17"
"1992-02-16","-22","-57","-37"
"1992-02-17","-14","-64","-51"
"1992-02-18","10","-88","-48"
"1992-02-19","29","-45","-12"
"1992-02-20","29","-6","8"
"1992-02-21","53","-26","9"
"1992-02-22","14","-18","-1"
"1992-02-23","14","-77","-24"
"1992-02-24","26","-92","-36"
"1992-02-25","33","-45","-12"
"1992-02-26","53","-73","-22"
"1992-02-27","53","-41","2"
"1992-02-28","73","-33","17"
"1992-02-29","92","-14","31"
"1992-03-01","112","2","61"
"1992-03-02","96","-2","42"
"1992-03-03","88","-2","36"
"1992-03-04","64","-6","28"
"1992-03-05","26","-18","8"
"1992-03-06","57","-29","2"
"1992-03-07","77","-18","22"
"1992-03-08","73","-26","18"
"1992-03-09","22","-69","-11"
"1992-03-10","73","-61","5"
"1992-03-11","100","-37","29"
"1992-03-12","127","-26","40"
"1992-03-13","127","-26","48"
"1992-03-14","139","6","64"
"1992-03-15","123","18","78"
"1992-03-16","100","6","40"
"1992-03-17","18","-33","-9"
"1992-03-18","-2","-29","-15"
"1992-03-19","33","-29","-7"
"1992-03-20","61","-69","1"
"1992-03-21","81","-41","13"
"1992-03-22","73","-81","-1"
"1992-03-23","53","-18","7"
"1992-03-24","69","-29","19"
"1992-03-25","100","-41","30"
"1992-03-26","100","-18","34"
"1992-03-27","84","2","35"
"1992-03-28","53","-29","8"
"1992-03-29","127","-14","51"
"1992-03-30","139","6","66"
"1992-03-31","119","-6","47"
"1992-04-01","131","-37","47"
"1992-04-02","171","10","86"
"1992-04-03","167","14","92"
"1992-04-04","163","22","93"
"1992-04-05","81","-2","45"
"1992-04-06","61","-14","21"
"1992-04-07","96","-61","24"
"1992-04-08","100","45","73"
"1992-04-09","131","10","79"
"1992-04-10","69","14","38"
"1992-04-11","143","-2","79"
"1992-04-12","163","57","103"
"1992-04-13","163","49","105"
"1992-04-14","163","37","90"
"1992-04-15","136","22","64"
"1992-04-16","127","10","67"
"1992-04-17","64","-6","33"
"1992-04-18","45","-18","11"
"1992-04-19","73","-29","24"
"1992-04-20","119","-14","64"
"1992-04-21","127","18","76"
"1992-04-22","69","-14","25"
"1992-04-23","49","-45","3"
"1992-04-24","136","-45","47"
"1992-04-25","167","-2","89"
"1992-04-26","202","49","129"
"1992-04-27","210","77","147"
"1992-04-28","198","53","129"
"1992-04-29","222","53","147"
"1992-04-30","174","84","124"
"1992-05-01","116","26","61"
"1992-05-02","167","29","97"
"1992-05-03","194","22","121"
"1992-05-04","214","61","143"
"1992-05-05","229","69","154"
"1992-05-06","229","88","156"
"1992-05-07","214","92","140"
"1992-05-08","198","49","123"
"1992-05-09","61","14","36"
"1992-05-10","112","10","79"
"1992-05-11","143","26","97"
"1992-05-12","171","81","136"
"1992-05-13","171","45","105"
"1992-05-14","194","41","114"
"1992-05-15","167","61","115"
"1992-05-16","174","33","109"
"1992-05-17","226","49","136"
"1992-05-18","222","81","149"
"1992-05-19","226","77","147"
"1992-05-20","178","61","112"
"1992-05-21","127","41","84"
"1992-05-22","151","61","115"
"1992-05-23","182","61","109"
"1992-05-24","229","151","197"
"1992-05-25","214","88","154"
"1992-05-26","182","81","133"
"1992-05-27","159","61","113"
"1992-05-28","190","33","119"
"1992-05-29","155","64","101"
"1992-05-30","174","61","103"
"1992-05-31","174","57","116"
"1992-06-01","194","18","121"
"1992-06-02","226","84","167"
"1992-06-03","198","131","162"
"1992-06-04","198","88","149"
"1992-06-05","155","49","108"
"1992-06-06","182","33","104"
"1992-06-07","194","64","121"
"1992-06-08","198","84","149"
"1992-06-09","218","81","142"
"1992-06-10","233","104","164"
"1992-06-11","143","131","137"
"1992-06-12","119","61","80"
"1992-06-13","61","61","61"
"1992-06-14","45","22","32"
"1992-06-18","182","159","167"
"1992-06-21","206","178","189"
"1993-05-24","190","131","151"
"1993-05-25","222","64","157"
"1993-05-26","206","116","163"
"1993-05-27","222","69","156"
"1993-05-28","210","81","137"
"1993-05-29","186","88","136"
"1993-05-30","222","61","159"
"1993-05-31","190","108","133"
"1993-06-01","151","69","111"
"1993-06-02","155","29","84"
"1993-06-03","73","26","46"
"1993-06-04","116","14","64"
"1993-06-05","139","112","127"
"1993-06-06","116","22","72"
"1993-06-07","57","6","39"
"1993-06-08","116","41","72"
"1993-06-09","151","26","93"
"1993-06-10","182","49","122"
"1993-06-11","186","49","126"
"1993-06-12","116","14","65"
"1993-06-13","178","-6","102"
"1993-06-14","249","61","162"
"1993-06-15","222","108","171"
"1993-06-16","167","57","118"
"1993-06-17","108","73","92"
"1993-06-18","178","49","131"
"1993-06-19","229","127","184"
"1993-06-20","249","100","179"
"1993-06-21","206","112","157"
"1993-06-22","159","61","106"
"1993-06-23","96","45","70"
"1993-06-24","147","2","85"
"1993-06-25","206","45","131"
"1993-06-26","249","69","172"
"1993-06-27","249","136","188"
"1993-06-28","237","112","175"
"1993-06-29","159","57","114"
"1993-06-30","178","33","118"
"1993-07-01","206","69","146"
"1993-07-02","229","41","153"
"1993-07-03","104","41","66"
"1993-07-04","119","37","69"
"1993-07-05","143","29","89"
"1993-07-06","163","53","116"
"1993-07-07","198","33","125"
"1993-07-08","190","53","127"
"1993-07-09","222","81","186"
"1993-07-10","218","84","166"
"1993-07-11","182","69","112"
"1993-07-12","194","81","152"
"1993-07-13","218","45","147"
"1993-07-14","218","96","156"
"1993-07-15","218","77","154"
"1993-07-16","171","84","118"
"1993-07-17","190","69","131"
"1993-07-18","206","96","143"
"1993-07-19","253","143","203"
"1993-07-20","245","108","181"
"1993-07-21","182","81","133"
"1993-07-22","171","61","98"
"1993-07-23","96","49","77"
"1993-07-24","131","69","92"
"1993-07-25","198","57","117"
"1993-07-26","123","57","99"
"1993-07-27","198","41","112"
"1993-07-28","265","88","151"
"1993-07-29","237","143","191"
"1993-07-30","257","131","204"
"1993-07-31","249","119","185"
"1993-08-01","253","88","177"
"1993-08-02","245","88","176"
"1993-08-03","241","69","161"
"1993-08-04","206","108","149"
"1993-08-05","218","88","143"
"1993-08-06","233","81","163"
"1993-08-07","218","100","147"
"1993-08-08","226","92","159"
"1993-08-09","261","116","184"
"1993-08-10","241","100","168"
"1993-08-11","222","104","145"
"1993-08-12","218","81","133"
"1993-08-13","222","92","165"
"1993-08-14","237","96","167"
"1993-08-15","229","88","163"
"1993-08-16","178","77","131"
"1993-08-17","206","49","136"
"1993-08-18","261","81","167"
"1993-08-19","249","123","182"
"1993-08-20","241","108","153"
"1993-08-21","174","84","127"
"1993-08-22","174","84","128"
"1993-08-23","237","64","155"
"1993-08-24","253","119","179"
"1993-08-25","218","88","154"
"1993-08-26","186","57","122"
"1993-08-27","226","37","134"
"1993-08-28","229","69","149"
"1993-08-29","167","53","119"
"1993-08-30","190","26","103"
"1993-08-31","214","45","128"
"1993-09-01","194","77","139"
"1993-09-02","206","73","149"
"1993-09-03","233","64","149"
"1993-09-04","237","92","149"
"1993-09-05","226","69","123"
"1993-09-06","233","53","141"
"1993-09-07","229","96","155"
"1993-09-08","229","64","157"
"1993-09-09","245","77","180"
"1993-09-10","253","81","169"
"1993-09-11","237","92","164"
"1993-09-12","131","29","97"
"1993-09-13","112","-10","49"
"1993-09-14","163","-22","72"
"1993-09-15","182","33","111"
"1993-09-16","178","61","106"
"1993-09-17","96","45","72"
"1993-09-18","92","45","61"
"1993-09-19","143","45","88"
"1993-09-20","194","37","112"
"1993-09-21","163","45","102"
"1993-09-22","190","37","114"
"1993-09-23","198","45","98"
"1993-09-24","167","29","94"
"1993-09-25","167","29","100"
"1993-09-26","190","37","114"
"1993-09-27","226","45","128"
"1993-09-28","233","53","139"
"1993-09-29","218","69","137"
"1993-09-30","210","64","141"
"1993-10-01","194","64","134"
"1993-10-02","214","57","127"
"1993-10-03","222","69","138"
"1993-10-04","241","73","148"
"1993-10-05","229","92","156"
"1993-10-06","182","84","113"
"1993-10-07","96","29","61"
"1993-10-08","77","-10","27"
"1993-10-09","6","-29","-14"
"1993-10-10","100","-10","38"
"1993-10-11","112","6","52"
"1993-10-12","88","29","59"
"1993-10-13","116","14","54"
"1993-10-14","96","18","44"
"1993-10-15","57","18","33"
"1993-10-16","84","14","37"
"1993-10-17","96","-2","43"
"1993-10-18","100","-6","43"
"1993-10-19","77","-29","26"
"1993-10-20","100","-18","37"
"1993-10-21","139","-14","52"
"1993-10-22","155","26","79"
"1993-10-23","159","10","81"
"1993-10-24","147","18","63"
"1993-10-25","112","-10","59"
"1993-10-26","77","-33","17"
"1993-10-27","73","-33","27"
"1993-10-28","73","-10","33"
"1993-10-29","22","-81","-36"
"1993-10-30","77","-92","-11"
"1993-10-31","100","-37","27"
"1993-11-01","41","-33","5"
"1993-11-02","33","-69","-22"
"1993-11-03","57","-18","25"
"1993-11-04","29","-61","-19"
"1993-11-05","-2","-73","-43"
"1993-11-06","22","-96","-45"
"1993-11-07","41","-81","-21"
"1993-11-08","45","-81","-22"
"1993-11-09","61","-69","-4"
"1993-11-10","88","-6","28"
"1993-11-11","88","-18","29"
"1993-11-12","57","-37","8"
"1993-11-13","22","-64","-29"
"1993-11-14","22","-77","-37"
"1993-11-15","29","-104","-41"
"1993-11-16","57","-69","-11"
"1993-11-17","73","-53","-3"
"1993-11-18","6","-96","-41"
"1993-11-19","-22","-147","-88"
"1993-11-20","10","-119","-61"
"1993-11-21","81","-88","-6"
"1993-11-22","45","-45","6"
"1993-11-23","-53","-131","-89"
"1993-11-24","-131","-214","-153"
"1993-11-25","-119","-245","-189"
"1993-11-26","-81","-198","-145"
"1993-11-27","-22","-163","-108"
"1993-11-28","-6","-100","-51"
"1993-11-29","53","-53","-11"
"1993-11-30","10","-49","-18"
"1993-12-01","-18","-57","-33"
"1993-12-02","-14","-69","-38"
"1993-12-03","-29","-104","-59"
"1993-12-04","-14","-77","-46"
"1993-12-05","-37","-119","-81"
"1993-12-06","-33","-100","-69"
"1993-12-07","-22","-92","-48"
"1993-12-08","53","-26","18"
"1993-12-09","33","-10","3"
"1993-12-10","69","-33","7"
"1993-12-11","77","-22","26"
"1993-12-12","10","-84","-37"
"1993-12-13","-33","-131","-87"
"1993-12-14","-2","-96","-63"
"1993-12-15","-14","-81","-52"
"1993-12-16","-22","-73","-60"
"1993-12-17","-18","-116","-71"
"1993-12-18","-53","-139","-106"
"1993-12-19","-26","-147","-98"
"1993-12-20","-64","-155","-113"
"1993-12-21","-41","-136","-92"
"1993-12-22","-84","-167","-114"
"1993-12-23","-53","-147","-104"
"1993-12-24","-41","-143","-95"
"1993-12-25","-14","-123","-64"
"1993-12-26","18","-77","-28"
"1993-12-28","2","-100","-51"
"1993-12-29","-49","-131","-97"
"1993-12-30","-26","-136","-74"
"1993-12-31","-14","-49","-38"
"1994-01-01","18","-81","-35"
"1994-01-02","2","-37","-18"
"1994-01-03","14","-22","-3"
"1994-01-04","53","-14","12"
"1994-01-05","-2","-69","-37"
"1994-01-06","-26","-84","-62"
"1994-01-07","-49","-119","-81"
"1994-01-08","-14","-108","-56"
"1994-01-09","-22","-45","-39"
"1994-01-10","-41","-57","-48"
"1994-01-12","-29","-33","-30"
"1994-01-13","6","-33","-14"
"1994-01-14","22","-14","-1"
"1994-01-15","33","-49","-10"
"1994-01-16","6","-64","-42"
"1994-01-17","14","-53","-16"
"1994-01-18","49","-14","15"
"1994-01-19","61","-29","26"
"1994-01-20","45","-49","-11"
"1994-01-21","45","-73","-16"
"1994-01-22","49","-61","-8"
"1994-01-23","41","-61","-6"
"1994-01-24","49","-26","3"
"1994-01-25","14","-49","-22"
"1994-01-26","-6","-88","-43"
"1994-01-27","-14","-64","-43"
"1994-01-28","-26","-100","-73"
"1994-01-29","-41","-112","-74"
"1994-01-30","-73","-171","-121"
"1994-01-31","-69","-198","-143"
"1994-02-01","-57","-163","-114"
"1994-02-02","-37","-147","-103"
"1994-02-03","-29","-151","-85"
"1994-02-04","2","-136","-76"
"1994-02-05","-6","-143","-87"
"1994-02-06","14","-108","-45"
"1994-02-07","14","-29","-13"
"1994-02-08","-14","-104","-57"
"1994-02-09","-41","-139","-91"
"1994-02-10","-14","-69","-41"
"1994-02-11","-37","-92","-66"
"1994-02-12","-53","-171","-112"
"1994-02-13","-6","-147","-83"
"1994-02-14","22","-77","-38"
"1994-02-15","45","-81","-33"
"1994-02-16","57","-57","-1"
"1994-02-17","49","-22","16"
"1994-02-18","2","-81","-38"
"1994-02-19","-26","-116","-78"
"1994-02-20","-53","-127","-88"
"1994-02-21","-14","-112","-68"
"1994-02-22","-45","-127","-90"
"1994-02-23","-45","-112","-75"
"1994-02-24","14","-53","-17"
"1994-02-25","73","2","22"
"1994-02-26","37","6","18"
"1994-02-27","37","-26","3"
"1994-02-28","2","-73","-29"
"1994-03-01","-2","-155","-53"
"1994-03-02","81","-29","13"
"1994-03-03","100","-26","33"
"1994-03-04","104","-2","39"
"1994-03-05","45","-18","8"
"1994-03-06","45","-33","8"
"1994-03-07","49","-64","0"
"1994-03-08","45","-37","-3"
"1994-03-09","61","-61","-8"
"1994-03-10","84","-49","13"
"1994-03-11","57","-10","12"
"1994-03-12","64","-29","16"
"1994-03-13","108","-37","31"
"1994-03-14","131","-2","57"
"1994-03-15","163","10","74"
"1994-03-16","151","22","83"
"1994-03-17","73","-18","25"
"1994-03-18","73","-22","20"
"1994-03-19","22","-64","-4"
"1994-03-20","22","-112","-41"
"1994-03-21","88","-64","19"
"1994-03-22","18","-61","-8"
"1994-03-23","-26","-104","-71"
"1994-03-24","18","-131","-57"
"1994-03-25","41","-73","-24"
"1994-03-26","45","-64","-14"
"1994-03-27","37","-73","-13"
"1994-03-28","81","-29","27"
"1994-03-29","57","-57","6"
"1994-03-30","119","-57","29"
"1994-03-31","147","-14","60"
"1994-04-01","77","-6","28"
"1994-04-02","108","-26","38"
"1994-04-03","116","-14","36"
"1994-04-04","29","-37","-16"
"1994-04-05","29","-77","-18"
"1994-04-06","41","-29","3"
"1994-04-07","6","-45","-18"
"1994-04-08","64","-77","-3"
"1994-04-09","88","-2","30"
"1994-04-10","88","-6","29"
"1994-04-11","108","-26","33"
"1994-04-12","116","-14","58"
"1994-04-13","96","37","66"
"1994-04-14","64","6","36"
"1994-04-15","151","-29","66"
"1994-04-16","194","22","110"
"1994-04-17","206","53","134"
"1994-04-18","214","73","138"
"1994-04-19","222","73","150"
"1994-04-20","218","69","156"
"1994-04-21","229","77","152"
"1994-04-22","178","69","133"
"1994-04-23","174","26","92"
"1994-04-24","119","6","54"
"1994-04-25","81","-22","17"
"1994-04-26","33","-29","1"
"1994-04-27","53","-49","-5"
"1994-04-28","53","-53","-9"
"1994-04-29","69","-37","18"
"1994-04-30","108","-26","48"
"1994-05-01","104","2","46"
"1994-05-02","119","-18","41"
"1994-05-03","123","18","67"
"1994-05-04","171","22","101"
"1994-05-05","186","64","118"
"1994-05-06","214","77","144"
"1994-05-07","178","53","115"
"1994-05-08","171","33","106"
"1994-05-09","218","49","141"
"1994-05-10","226","73","155"
"1994-05-11","229","92","162"
"1994-05-12","218","88","145"
"1994-05-13","155","64","107"
"1994-05-14","167","14","102"
"1994-05-15","206","73","130"
"1994-05-16","171","37","93"
"1994-05-17","108","22","69"
"1994-05-18","190","37","113"
"1994-05-19","136","37","82"
"1994-05-20","112","-2","59"
"1994-05-21","167","2","94"
"1994-05-22","210","33","134"
"1994-05-23","214","69","143"
"1994-05-24","218","77","152"
"1994-05-25","237","73","153"
"1994-05-26","226","73","148"
"1994-05-27","190","49","116"
"1994-05-28","174","41","101"
"1994-05-29","194","41","128"
"1994-05-30","222","77","164"
"1994-05-31","186","84","120"
"1994-06-01","171","77","114"
"1994-06-02","206","37","131"
"1994-06-03","245","92","173"
"1994-06-04","218","116","167"
"1994-06-05","241","69","164"
"1994-06-06","226","53","149"
"1994-06-07","131","18","75"
"1994-06-08","127","6","67"
"1994-06-09","167","33","107"
"1994-06-10","214","53","141"
"1994-06-11","245","88","171"
"1994-06-12","218","112","175"
"1994-06-13","241","119","183"
"1994-06-14","119","41","79"
"1994-06-15","155","6","87"
"1994-06-16","167","77","119"
"1994-06-17","229","41","144"
"1994-06-18","253","104","187"
"1994-06-19","269","136","196"
"1994-06-20","296","123","214"
"1994-06-21","233","112","183"
"1994-06-22","249","92","165"
"1994-06-23","277","100","197"
"1994-06-24","284","104","202"
"1994-06-25","300","119","218"
"1994-06-26","233","88","178"
"1994-06-27","241","33","153"
"1994-06-28","269","88","193"
"1994-06-29","273","143","210"
"1994-06-30","284","108","210"
"1994-07-01","284","132","207"
"1994-07-02","261","119","194"
"1994-07-03","233","104","172"
"1994-07-04","233","81","165"
"1994-07-05","265","77","157"
"1994-07-06","108","26","65"
"1994-07-07","214","41","131"
"1994-07-08","265","84","182"
"1994-07-09","292","123","212"
"1994-07-10","292","136","222"
"1994-07-11","265","119","205"
"1994-07-12","257","92","199"
"1994-07-13","261","92","186"
"1994-07-14","261","88","182"
"1994-07-15","277","100","203"
"1994-07-16","288","123","216"
"1994-07-17","308","119","229"
"1994-07-18","300","143","222"
"1994-07-19","257","147","206"
"1994-07-20","273","108","211"
"1994-07-21","296","123","215"
"1994-07-22","308","143","223"
"1994-07-23","292","147","205"
"1994-07-24","312","136","218"
"1994-07-25","281","139","215"
"1994-07-26","304","132","222"
"1994-07-27","312","155","230"
"1994-07-28","312","139","231"
"1994-07-29","319","155","245"
"1994-07-30","312","163","233"
"1994-07-31","269","143","203"
"1994-08-01","292","136","207"
"1994-08-02","288","104","204"
"1994-08-03","312","132","226"
"1994-08-04","327","143","237"
"1994-08-05","312","174","248"
"1994-08-06","304","151","237"
"1994-08-07","312","132","227"
"1994-08-08","273","182","232"
"1994-08-09","214","132","170"
"1994-08-10","288","119","194"
"1994-08-11","281","132","200"
"1994-08-12","284","123","201"
"1994-08-13","300","116","212"
"1994-08-14","296","159","225"
"1994-08-15","300","143","221"
"1994-08-16","300","155","227"
"1994-08-17","292","119","212"
"1994-08-18","296","155","229"
"1994-08-19","284","127","208"
"1994-08-20","292","123","208"
"1994-08-21","277","119","201"
"1994-08-22","245","108","169"
"1994-08-23","265","49","172"
"1994-08-24","288","119","204"
"1994-08-25","281","136","209"
"1994-08-26","288","119","207"
"1994-08-27","198","139","168"
"1994-08-28","277","100","179"
"1994-08-29","249","119","179"
"1994-08-30","245","73","162"
"1994-08-31","249","81","173"
"1994-09-01","253","131","184"
"1994-09-02","265","96","183"
"1994-09-03","210","123","162"
"1994-09-04","206","81","142"
"1994-09-05","245","57","156"
"1994-09-06","245","96","160"
"1994-09-07","265","100","181"
"1994-09-08","284","127","199"
"1994-09-09","261","139","198"
"1994-09-10","222","108","156"
"1994-09-11","241","77","160"
"1994-09-12","198","104","142"
"1994-09-13","222","77","135"
"1994-09-14","81","41","62"
"1994-09-15","171","18","95"
"1994-09-16","210","45","138"
"1994-09-17","229","64","145"
"1994-09-18","233","81","158"
"1994-09-19","237","88","163"
"1994-09-20","237","77","151"
"1994-09-21","206","61","134"
"1994-09-22","222","10","119"
"1994-09-23","257","61","165"
"1994-09-24","253","69","165"
"1994-09-25","253","69","172"
"1994-09-26","253","77","167"
"1994-09-27","261","77","164"
"1994-09-28","261","100","169"
"1994-09-29","178","81","116"
"1994-09-30","147","45","84"
"1994-10-01","108","26","71"
"1994-10-02","123","29","83"
"1994-10-03","33","2","17"
"1994-10-04","77","14","46"
"1994-10-05","88","29","56"
"1994-10-06","61","26","43"
"1994-10-07","116","6","57"
"1994-10-08","147","-2","69"
"1994-10-09","171","18","82"
"1994-10-10","186","41","107"
"1994-10-11","147","37","74"
"1994-10-12","147","-2","68"
"1994-10-13","163","49","102"
"1994-10-14","147","2","66"
"1994-10-15","2","-18","-7"
"1994-10-16","49","-10","15"
"1994-10-17","53","-2","21"
"1994-10-18","45","6","27"
"1994-10-19","92","-10","25"
"1994-10-20","112","-10","47"
"1994-10-21","104","2","51"
"1994-10-22","96","2","41"
"1994-10-23","131","-10","54"
"1994-10-24","139","10","59"
"1994-10-25","143","18","82"
"1994-10-26","123","10","73"
"1994-10-27","139","77","107"
"1994-10-28","108","-26","50"
"1994-10-29","53","-69","-12"
"1994-10-30","49","-81","-20"
"1994-10-31","77","-37","22"
"1994-11-01","112","-37","50"
"1994-11-02","-29","-64","-47"
"1994-11-03","-10","-119","-69"
"1994-11-04","-37","-131","-77"
"1994-11-05","10","-57","-22"
"1994-11-06","73","-6","33"
"1994-11-07","37","-22","7"
"1994-11-08","10","-73","-32"
"1994-11-09","29","-77","-11"
"1994-11-10","96","14","42"
"1994-11-11","112","-10","49"
"1994-11-12","33","-37","-6"
"1994-11-13","-45","-88","-66"
"1994-11-14","-14","-104","-65"
"1994-11-15","-6","-108","-52"
"1994-11-16","-2","-81","-33"
"1994-11-17","-29","-112","-80"
"1994-11-18","-26","-116","-77"
"1994-11-19","-29","-147","-101"
"1994-11-20","-41","-116","-72"
"1994-11-21","-53","-143","-97"
"1994-11-22","-57","-174","-118"
"1994-11-23","-29","-155","-88"
"1994-11-24","41","-77","-28"
"1994-11-25","61","-53","-7"
"1994-11-26","-49","-112","-82"
"1994-11-27","-88","-123","-106"
"1994-11-28","-73","-104","-92"
"1994-11-29","-69","-100","-89"
"1994-12-20","6","-69","-31"
"1994-12-21","18","-155","-53"
"1994-12-22","-18","-257","-50"
"1994-12-23","22","-41","-18"
"1994-12-24","18","-14","-1"
"1994-12-25","49","-14","9"
"1994-12-26","22","-18","-5"
"1994-12-27","14","-22","-6"
"1994-12-28","2","-33","-18"
"1994-12-29","2","-116","-40"
"1994-12-30","-53","-163","-116"
"1994-12-31","-84","-194","-149"
"1995-01-03","-69","-147","-111"
"1995-01-04","-64","-182","-131"
"1995-01-05","-53","-127","-94"
"1995-01-06","-37","-92","-58"
"1995-01-07","2","-53","-26"
"1995-01-08","26","-22","-8"
"1995-01-09","33","-10","14"
"1995-01-10","45","6","22"
"1995-01-11","18","-61","-15"
"1995-01-12","-22","-77","-44"
"1995-01-13","6","-29","-11"
"1995-01-14","61","2","23"
"1995-01-15","6","-45","-18"
"1995-01-16","-37","-64","-53"
"1995-01-17","-37","-81","-66"
"1995-01-18","-33","-81","-58"
